504,Useful.
505,非常好用！
506,SB
507,okay
508,Good
509,Good
510,good
511,good
512,good
513,很好用
514,免费实用
515,# @
516,好用
517,很棒👍
518,好
519,好用
520,好用的
521,好用
522,很好
523,好
524,Ok
525,很好
526,简单方便。
527,好
528,doesn,t work
529,good!
530,第一选择
531,👍👍👍👍👍👍👍👍👍👍
532,good
533,super
534,Good
535,Good
536,Good
537,👍
538,非常好用
539,推荐使用
540,好
541,不错
542,非常差
543,Good
544,good
545,非常好用
546,ｏＫ
547,挺好
548,Ok
549,need open directory submenu.
550,非常好！
551,Very good
552,Good
553,可以不错，
554,好赞
555,好用
556,好
557,还好
558,好用
559,好用
560,very good
561,很实用！
562,good
563,good
564,很好用。
565,Unable to login, so cannot use this one
566,Very good and convenient.
567,Very good.
568,100% GOOD
569,Very good
570,very good
571,方便好用。
572,good
573,很好用
574,Good
575,bb
576,Good
577,Nice
578,good
579,非常好用
580,非常好用
581,很不错
582,好用免费
583,Ok
584,好
585,好用
586,不错哦
587,很好
588,All fine. But it seems that local documents searching is not as fast as some early version.
589,Note mark obscured text while watching on mobile phone！
590,very good
591,Good to use
592,原厂版本
593,垃圾软件
594,good
595,Good
596,Great
597,好用
598,ok
599,用的感觉还可以，就是想登录，拿什么google账号的，拿什么我的各种邮箱通过验证，却说访问被拒绝，这是什么鬼？我电子邮件通过验证，你们到给我跳出来一个访问被拒绝，这是什么操作？Adobe，这是什么操作？登录都不给登，人家1下，不需要验证就登了(金山WPS点一下就登录,我明明已经开启了对此应用的访问权限 我在管理谷歌账号上查过了人家都给你访问，你还说访问被拒绝这是什么操作？)，你这个还要在那儿麻烦的验证，顶多验证一下，我是不是机器人就行了，还需要我的生日和姓名的信息，我姓名google账号上面有，但是我的年龄这不能弄，不然这是在抓拍我的隐私，登录不了，我储存不了很多PDF，望改进
600,great tool, ez use.
601,请支持google drive
602,its good!
603,pretty good
604,很好用
605,good
606,Good
607,棒棒
608,好用
609,非常好用
610,很方便
611,很好用
612,很好用
613,一级棒
614,ok
615,好
616,好用
617,just say thank you .
618,A system error was encountered.
619,Good n fast
620,为啥我登录不了？ why i can't log in？
621,necessary app
622,Very good
623,强制登录
624,鸡滄
625,Good APP
626,棒棒棒
627,good
628,还不错
629,很棒
630,不错
631,好
632,my google account cant log in, my Facebook account has no right to enjoy this service, why i was been blocked by your adobe company ,or other bug ? 我的谷歌账户无法访问 facebook 不再有此权限
633,I think it is good.
634,please support onedrive😘
635,办公利器
636,Good!
637,very good
638,好用，免费
639,很不错
640,good
641,好用
642,好
643,不错
644,好用
645,你们的登陆系统是有问题吗，请仔细检查一下。
646,Why cannot I change
647,very good to use
648,好东西！
649,super
650,好用
651,一直在启动页面加载，无法进入。需要关闭网络才能使用。 The startup page has been loaded and cannot be accessed. Need to shut down the network to use
652,The app is so big for my Android pad after I open some PDFs which are 2~3GB.I hope you can add a button to turn off the local copy。
653,It's the most powerful application for pdf reading, however, it's log-in system is inconvenient for Chinese users and I wish there'll be an improvement.
654,my favorite app for reading document
655,Absoulutely good,except for failling to log in at China mainland.
656,The best pdf reader ever !
657,best pdf reading app ever
658,hao yong
659,Nice Very good
660,very good
661,good use
662,good app
663,good
664,good
665,good
666,good
667,good
668,bien
669,good
670,好好
671,厉害
672,不错
673,必备
674,ok
675,很好的
676,When the similar mobile version of ADOBE ACROBAT DC WILL BE RELEASED?
677,挺好的，好像没有搜索功能
678,very good
679,Nice
680,很好用
681,Good
682,👍👍👍
683,相当不错
684,实用
685,不错！👍
686,非常好用
687,希望手机版本也支持onedrive
688,希望支持逻辑页码
689,不错，方便
690,Good
691,Good
692,good
693,good
694,很好。
695,实用
696,好
697,好用
698,good
699,好用
700,very design and it is free
701,It is quite nice .
702,无法使用
703,不错，支持
704,GOOD
705,好
706,好用
707,I registed an account but when I log in you tell me I don't have authority. Oh, come on, now I need to pay to read PDF files?
708,还不错！
709,很好用。
710,ok
711,Why I have to log in again every time when I open the app.
712,很好用
713,臃肿
714,订阅价格太高，打扰了，告辞。 xodo挺好的。
715,安卓客户端左上角的菜单按钮布局位置不对
716,最上面一横排的工具栏会遮挡住PDF文件最上面的部分，希望改进
717,阅读起来不是很方便，如果啊 有翻页模式更好。
718,中国大陆地区的creative账号不能登录，另外手迹没有橡皮擦。
719,doesn't save account info, so I have to log in every time I use the app
720,用了很久了，文件打开后会自动保存，很好
721,Why can't I stay signed in all the time?
722,轻击页面可隐藏工具栏
723,无法登录帐号。
724,awesome app. would be better should the interface become cooler
725,还是这个用起来舒服
726,一直使用这款软件来查看pdf，页面简洁，使用体验良好
727,very good for pdf
728,访问被拒绝
729,very nice
730,很好用
731,Very good
732,Sehr gut
733,very good
734,good
735,Bom
736,Good
737,good
738,速度快
739,很好用
740,非常好用
741,真的很不错😮
742,nice
743,Good
744,Non
745,好用。
746,👍👍👍超实用
747,阅读方便。
748,挺好用
749,一般般
750,非常流畅
751,厉害了厉害了
752,好用
753,好用
754,好用
755,很好的
756,很好
757,如果在搜索时能像ios的版本一样，按next就直接看下一个搜索项而不是直接出完所有页面罢了。
758,扫描功能从前可以单独用现在必须单独安装scan 差评
759,很好用 Google play是最新版 国内应用商店不是最新版
760,我暂时只知道这个，而他又很好用
761,如无必要决不会用
762,Best office supply
763,It's good.
764,使用方便
765,很好。
766,非常好用!可以导入pdf文档，并且保留了电脑版的关键字查询和目录的功能，实在很实用
767,pdf最好的查看和编辑软件，没有之一
768,最喜欢的PDF阅读器
769,这个应用是为别的应用提供购买入口的
770,强烈希望能够在android 8及以上版本保持账户的登陆状态
771,So... slow on my phone
772,Good applications very handy
773,非常好用又简单
774,很好用！
775,好用！
776,Nice.
777,Good
778,界面很舒服
779,很好的一款软件
780,expensive
781,nice
782,good
783,impressive
784,现在全世界都知道什么事，上班又给又朋友偷记忆、手机卡。如果你没有资料的人别人没可能偷，银行开户口也是这样开不到户口不用 拿我资料，我问几久可以好。他说看你们有没有洗黑钱和如果你是马来西亚公民你去领取你资料，还要我登录吗？再登录再给人取资料吗？还拿不够吗？不是说我要玩命，十多年来的资款，从小到大过那些穷民的生活没有一天好日子过，这么辛苦的生活找钱养家还给人誤会搞分离，好不容易找到我资料还是上天保祐，还以为有得好日子过。还惨过以前，你说还有什么用，做人不是好辛苦吗？
785,请增加自动裁白边功能，自动翻页功能，点击翻页功能，扫描版文件文本重排功能，网格视图，书架功能。以减轻手动翻页操作量。
786,逗比的软件自然好，但是总  访问被拒绝   怎么说
787,This app is great, but one thing: i can't log in with my Google account after I changed"US"for  "China", i don't understand......
788,额，对这类软件并不了解，觉得用起来还不错，给满星。不客气。
789,希望可以直接修改tf卡里文件，而不是在内置卡里创建副本
790,无法按实际页码跳转
791,长按选择的时候希望增加单字或单词选择
792,不错用，如果可以拍东西就好。方便多了。
793,用于英语学习，和电脑上差不多
794,UI设计还可以
795,stable，quick
796,很好用
797,可以手绘
798,PDF神器
799,good one
800,Very nice
801,超棒的阅读工具!!
802,好用，流畅
803,好用 功能强大
804,不错的PDF
805,nice
806,good
807,Good
808,Good
809,好用，方便
810,很方便
811,非常满意
812,好用！！！！！！！！
813,好用
814,超棒
815,很好
816,方便
817,不错
818,很好用，不少PDF阅读器退出再回来不能接着上次的进度，这款是例外
819,同类中最喜欢这一款
820,最好用的PDF阅读软件！
821,性能秒杀一切同类软件
822,多平台协作非常有用
823,为什么账号登录不了
824,没有夜晚模式，瞎的刺眼，不能整理排序，
825,界面还行
826,Sehr gut !
827,ئومدان نەسە بۇ
